   -2   -2   -2    1    1   -0.050040    0.000000
   -2   -2   -2    2    1    0.018580   -0.002255
   -2   -2   -2    3    1    0.000910   -0.000908
   -2   -2   -2    4    1   -0.015058   -0.002031
   -2   -2   -2    5    1   -0.000587    0.003175
   -2   -2   -2    6    1   -0.003372    0.001568
   -2   -2   -2    7    1   -0.003017   -0.000602
   -2   -2   -2    8    1   -0.002071   -0.001374
   -2   -2   -2    9    1    0.002744    0.000677
   -2   -2   -2   10    1    0.000740    0.000188
   -2   -2   -2   11    1    0.007637   -0.005280
   -2   -2   -2   12    1   -0.004041   -0.001967
   -2   -2   -2   13    1    0.005419    0.002909
   -2   -2   -2   14    1    0.000407    0.002593
   -2   -2   -2   15    1   -0.005726   -0.003824
   -2   -2   -2   16    1   -0.002354   -0.001465
   -2   -2   -2   17    1   -0.001378   -0.002228
   -2   -2   -2   18    1   -0.003377    0.000527
   -2   -2   -2    1    2    0.018580    0.002255
   -2   -2   -2    2    2   -0.090725    0.000000
   -2   -2   -2    3    2    0.000130    0.001884
   -2   -2   -2    4    2   -0.003947    0.003701
   -2   -2   -2    5    2   -0.001558   -0.000308
   -2   -2   -2    6    2   -0.003767    0.002590
   -2   -2   -2    7    2    0.000729    0.001875
   -2   -2   -2    8    2    0.002009    0.001957
   -2   -2   -2    9    2    0.000400    0.000419
   -2   -2   -2   10    2    0.004040    0.009649
   -2   -2   -2   11    2    0.000423    0.000498
   -2   -2   -2   12    2   -0.002513    0.002048
   -2   -2   -2   13    2    0.000241    0.000476
   -2   -2   -2   14    2    0.000892   -0.005972
   -2   -2   -2   15    2   -0.000729   -0.001443
   -2   -2   -2   16    2    0.000539   -0.004252
   -2   -2   -2   17    2   -0.000721   -0.000119
   -2   -2   -2   18    2   -0.001943   -0.000143
   -2   -2   -2    1    3    0.000910    0.000908
   -2   -2   -2    2    3    0.000130   -0.001884
   -2   -2   -2    3    3    0.000674   -0.000000
   -2   -2   -2    4    3    0.000409   -0.000200
   -2   -2   -2    5    3   -0.000252   -0.000022
   -2   -2   -2    6    3   -0.000063   -0.000263
   -2   -2   -2    7    3   -0.000263    0.000031
   -2   -2   -2    8    3   -0.000069    0.000263
   -2   -2   -2    9    3    0.000042   -0.000192
   -2   -2   -2   10    3   -0.002817    0.003932
   -2   -2   -2   11    3   -0.001351    0.003696
   -2   -2   -2   12    3   -0.000047   -0.000048
   -2   -2   -2   13    3   -0.000185   -0.000016
   -2   -2   -2   14    3   -0.000153    0.000209
   -2   -2   -2   15    3    0.000161    0.000201
   -2   -2   -2   16    3   -0.000120   -0.000202
   -2   -2   -2   17    3    0.000038    0.000037
   -2   -2   -2   18    3    0.000139   -0.000280
   -2   -2   -2    1    4   -0.015058    0.002031
   -2   -2   -2    2    4   -0.003947   -0.003701
   -2   -2   -2    3    4    0.000409    0.000200
   -2   -2   -2    4    4    0.004010   -0.000000
   -2   -2   -2    5    4    0.000096    0.000016
   -2   -2   -2    6    4   -0.000027   -0.000090
   -2   -2   -2    7    4    0.000199    0.000356
   -2   -2   -2    8    4    0.000001    0.000041
   -2   -2   -2    9    4   -0.000085   -0.000096
   -2   -2   -2   10    4    0.005270    0.000631
   -2   -2   -2   11    4    0.000961    0.000419
   -2   -2   -2   12    4   -0.000276   -0.000143
   -2   -2   -2   13    4   -0.000449   -0.000526
   -2   -2   -2   14    4    0.000009   -0.000108
   -2   -2   -2   15    4   -0.000316   -0.000420
   -2   -2   -2   16    4    0.000348    0.000339
   -2   -2   -2   17    4    0.000165    0.000177
   -2   -2   -2   18    4    0.000196   -0.000043
   -2   -2   -2    1    5   -0.000587   -0.003175
   -2   -2   -2    2    5   -0.001558    0.000308
   -2   -2   -2    3    5   -0.000252    0.000022
   -2   -2   -2    4    5    0.000096   -0.000016
   -2   -2   -2    5    5    0.000249   -0.000000
   -2   -2   -2    6    5    0.000151   -0.000253
   -2   -2   -2    7    5   -0.000327    0.000124
   -2   -2   -2    8    5   -0.000000   -0.000029
   -2   -2   -2    9    5    0.000233   -0.000113
   -2   -2   -2   10    5   -0.003705    0.003247
   -2   -2   -2   11    5   -0.000730   -0.000858
   -2   -2   -2   12    5   -0.000452   -0.000204
   -2   -2   -2   13    5   -0.000113   -0.000038
   -2   -2   -2   14    5   -0.000077    0.000193
   -2   -2   -2   15    5   -0.000082    0.000249
   -2   -2   -2   16    5   -0.000060   -0.000157
   -2   -2   -2   17    5   -0.000146    0.000041
   -2   -2   -2   18    5    0.000289    0.000731
   -2   -2   -2    1    6   -0.003372   -0.001568
   -2   -2   -2    2    6   -0.003767   -0.002590
   -2   -2   -2    3    6   -0.000063    0.000263
   -2   -2   -2    4    6   -0.000027    0.000090
   -2   -2   -2    5    6    0.000151    0.000253
   -2   -2   -2    6    6   -0.000021    0.000000
   -2   -2   -2    7    6   -0.000216    0.000041
   -2   -2   -2    8    6   -0.000057    0.000219
   -2   -2   -2    9    6   -0.000008    0.000033
   -2   -2   -2   10    6   -0.001820    0.001294
   -2   -2   -2   11    6    0.004457    0.003568
   -2   -2   -2   12    6   -0.000142    0.000336
   -2   -2   -2   13    6   -0.000189    0.000012
   -2   -2   -2   14    6   -0.000080    0.000061
   -2   -2   -2   15    6    0.000048   -0.000064
   -2   -2   -2   16    6    0.000049   -0.000031
   -2   -2   -2   17    6    0.000046   -0.000176
   -2   -2   -2   18    6   -0.000298    0.000063
   -2   -2   -2    1    7   -0.003017    0.000602
   -2   -2   -2    2    7    0.000729   -0.001875
   -2   -2   -2    3    7   -0.000263   -0.000031
   -2   -2   -2    4    7    0.000199   -0.000356
   -2   -2   -2    5    7   -0.000327   -0.000124
   -2   -2   -2    6    7   -0.000216   -0.000041
   -2   -2   -2    7    7    0.000037    0.000000
   -2   -2   -2    8    7   -0.000118    0.000075
   -2   -2   -2    9    7   -0.000085    0.000052
   -2   -2   -2   10    7    0.002153   -0.001447
   -2   -2   -2   11    7    0.000731    0.004376
   -2   -2   -2   12    7   -0.000069   -0.000196
   -2   -2   -2   13    7   -0.000106    0.000255
   -2   -2   -2   14    7   -0.000128    0.000012
   -2   -2   -2   15    7    0.000038    0.000058
   -2   -2   -2   16    7   -0.000005    0.000016
   -2   -2   -2   17    7    0.000319    0.000042
   -2   -2   -2   18    7   -0.000162    0.000064
   -2   -2   -2    1    8   -0.002071    0.001374
   -2   -2   -2    2    8    0.002009   -0.001957
   -2   -2   -2    3    8   -0.000069   -0.000263
   -2   -2   -2    4    8    0.000001   -0.000041
   -2   -2   -2    5    8   -0.000000    0.000029
   -2   -2   -2    6    8   -0.000057   -0.000219
   -2   -2   -2    7    8   -0.000118   -0.000075
   -2   -2   -2    8    8    0.000488   -0.000000
   -2   -2   -2    9    8    0.000363   -0.000100
